Banner,UPC,Kansas,New York,Northern California,Texas
Trader Joes,861871758,,52.19,,50.59
Trader Joes,864093895,,,,2.89
Trader Joes,864128161,4.19,4.29,4.89,4.19
Trader Joes,864892235,,,44.89,38.59
Trader Joes,865020811,40.99,,,41.39
Trader Joes,866416138,38.79,40.39,,39.19
Trader Joes,866698043,,,6.69,5.79
Trader Joes,870309366,,40.89,,39.69
Trader Joes,870595943,,,50.79,43.69
Trader Joes,870721732,,,,17.19
Trader Joes,872082334,4.89,,,4.89
Trader Joes,872889619,37.09,,43.49,37.49
Trader Joes,873270447,,58.69,66.09,56.89
Trader Joes,874971914,16.89,,,17.09
Trader Joes,876226151,17.89,,20.99,18.09
Trader Joes,876898615,,,64.19,55.29
Trader Joes,877162041,,,,24.69
Trader Joes,853687097,,40.49,45.69,39.29
Trader Joes,765932940,,51.89,,50.29
Trader Joes,852479948,18.09,,21.19,18.19
Trader Joes,850719150,7.79,,9.09,7.89
Trader Joes,829968022,31.69,,37.09,31.99
Trader Joes,830115263,42.59,44.39,,
Trader Joes,831054514,32.99,,38.69,33.39
Trader Joes,831639757,40.09,41.69,,
Trader Joes,832037986,,,,7.29
Trader Joes,832713642,,,,27.09
Trader Joes,835193761,,,65.19,56.19
Trader Joes,835966795,,,12.89,11.09
Trader Joes,836742374,41.29,,,41.69
Trader Joes,836817411,,24.29,,23.59
Trader Joes,838460068,56.19,58.49,65.89,56.79
Trader Joes,838729004,,,,6.69
Trader Joes,839680734,,,33.89,29.19
Trader Joes,840138489,,,,25.79
Trader Joes,841392681,53.39,,,53.89
Trader Joes,842306029,,,43.69,
Trader Joes,842621232,40.89,,47.89,
Trader Joes,842968031,,,37.79,32.59
Trader Joes,843645850,26.89,,,27.19
Trader Joes,845328666,,35.09,,34.09
Trader Joes,845893087,48.59,,,48.99
Trader Joes,846637828,,5.09,5.79,4.99
Trader Joes,848007798,,,,17.59
Trader Joes,848280790,,,40.89,35.19
Trader Joes,849299370,,10.99,,10.59
Trader Joes,849425547,,,57.49,49.49
Trader Joes,849702242,,,,41.49
Trader Joes,850860889,,,,16.99
Trader Joes,509056495,,23.39,,
Trader Joes,265291556,,25.29,28.49,24.49
Trader Joes,508453812,38.69,40.29,45.39,
Trader Joes,163809044,34.49,35.89,,34.89
Trader Joes,164485660,,,41.59,35.79
Trader Joes,165254790,,32.19,,31.29
Trader Joes,165324638,,,,56.79
Trader Joes,165526080,3.39,3.59,,3.49
Trader Joes,165559469,,,,29.39
Trader Joes,169472387,46.19,,,46.59
Trader Joes,171059624,,,,33.09
Trader Joes,171858013,27.79,,,27.99
Trader Joes,172380215,36.69,38.19,43.09,37.09
Trader Joes,173173585,,,,42.29
Trader Joes,174429227,,,48.69,41.89
Trader Joes,163383455,,5.69,,5.49
Trader Joes,176351627,,,60.09,
Trader Joes,178923336,,,,13.69
Trader Joes,182310151,,,37.09,
Trader Joes,186497742,,25.39,28.59,24.59
Trader Joes,187405236,,,46.09,39.69
Trader Joes,189054973,33.19,34.59,,33.49
Trader Joes,189565540,,42.99,,41.69
Trader Joes,193724353,,,,40.79
Trader Joes,193736714,,55.99,63.09,54.39
Trader Joes,196109651,,37.09,41.89,35.99
Trader Joes,196407931,,8.09,,7.89
Trader Joes,197321036,,,32.59,28.09
Trader Joes,198082596,,0.59,0.69,
Trader Joes,177925497,,46.59,52.49,45.19
Trader Joes,162356142,,47.09,,45.69
Trader Joes,162045248,,,63.59,54.79
Trader Joes,161725486,34.89,36.39,40.99,35.29
Trader Joes,127838957,,,,38.49
Trader Joes,127887048,8.39,8.69,,8.39
Trader Joes,129232150,20.19,,,20.39
Trader Joes,129833275,25.79,,,26.09
Trader Joes,130186387,19.19,19.99,,
Trader Joes,130318597,,,,55.79
Trader Joes,130358296,30.79,,36.09,31.09
Trader Joes,131820869,50.19,52.19,,50.69
Trader Joes,132112942,54.89,,,
Trader Joes,132458395,29.39,,34.49,29.69
Trader Joes,136528713,,13.79,15.59,13.39
Trader Joes,142231691,,13.09,14.79,12.79
Trader Joes,142252924,,29.49,33.29,28.59
Trader Joes,144575642,16.59,17.29,,16.79
Trader Joes,144644625,53.29,,,53.79
Trader Joes,145210517,,48.59,,47.19
Trader Joes,146021511,43.29,,,
Trader Joes,151145905,,,,25.89
Trader Joes,151287985,,19.99,,19.49
Trader Joes,152181269,38.49,,,38.89
Trader Joes,152398257,,5.79,,5.59
Trader Joes,154602616,,,30.49,26.29
Trader Joes,157129774,6.69,6.99,7.89,6.79
Trader Joes,157966725,16.79,,,
Trader Joes,158953776,,,,56.99
Trader Joes,160430177,,58.49,,56.79
Trader Joes,161076622,55.59,,,56.09
Trader Joes,200021055,,2.29,,2.19
Trader Joes,127821311,,,22.39,19.29
Trader Joes,200253393,,,56.39,48.49
Trader Joes,204071291,,,,27.69
Trader Joes,237280009,,,,36.69
Trader Joes,238245641,,5.49,6.09,5.29
Trader Joes,238441424,31.79,,,32.09
Trader Joes,238497653,36.09,,,36.49
Trader Joes,240879755,31.59,,,31.89
Trader Joes,240924482,,,,31.49
Trader Joes,242277190,,,,50.49
Trader Joes,242743338,42.29,,,42.69
Trader Joes,243131192,2.29,2.39,,2.29
Trader Joes,243785066,,,,37.09
Trader Joes,243934119,,,15.09,
Trader Joes,244294577,31.69,32.99,,31.99
Trader Joes,236968723,,20.79,,20.19
Trader Joes,244899396,,,39.09,33.59
Trader Joes,246582548,,47.19,53.19,45.79
Trader Joes,246585815,13.99,14.59,16.39,14.19
Trader Joes,248544810,,32.69,,31.69
Trader Joes,250622702,,38.09,42.89,36.99
Trader Joes,251180255,,,15.39,13.29
Trader Joes,252280717,,15.69,17.69,15.29
Trader Joes,252888653,12.69,,,12.79
Trader Joes,253141402,,35.19,,34.09
Trader Joes,254804864,,57.29,,55.59
Trader Joes,256001467,24.19,,28.39,
Trader Joes,256779462,,,30.69,26.49
Trader Joes,256906423,,,,9.59
Trader Joes,245619737,,22.89,,22.19
Trader Joes,236677062,53.89,,,54.39
Trader Joes,236468029,4.59,,,4.69
Trader Joes,234070455,7.19,,8.39,7.19
Trader Joes,205698731,,3.59,,3.49
Trader Joes,205812283,,40.19,,39.09
Trader Joes,207648093,7.69,7.99,8.99,
Trader Joes,212886542,34.29,,,34.69
Trader Joes,213048650,18.09,,,18.29
Trader Joes,213387822,,34.99,39.39,33.99
Trader Joes,214212433,51.29,,,51.79
Trader Joes,215480572,,,,15.69
Trader Joes,217512347,25.99,,,26.29
Trader Joes,218294289,52.89,54.99,,53.39
Trader Joes,218958254,,,13.29,11.49
Trader Joes,220433295,,20.29,22.89,19.69
Trader Joes,220677427,56.59,,,57.19
Trader Joes,221349675,,37.09,41.79,35.99
Trader Joes,222180587,8.49,,,8.59
Trader Joes,222633181,,,,36.69
Trader Joes,223905761,,,,44.69
Trader Joes,224558960,48.29,,,48.79
Trader Joes,226008184,8.19,,,8.29
Trader Joes,226080317,,,,1.99
Trader Joes,227635624,,6.79,,6.59
Trader Joes,227818213,,,,53.69
Trader Joes,228431403,28.69,29.89,33.69,28.99
Trader Joes,228591095,29.29,,,29.59
Trader Joes,229341656,37.29,,,37.69
Trader Joes,230451071,,,,23.09
Trader Joes,234033889,16.69,17.29,19.49,16.79
Trader Joes,200809424,42.49,,,42.99
Trader Joes,125829867,13.69,,,13.89
Trader Joes,124091247,,,58.69,50.59
Trader Joes,124052151,18.99,19.69,,19.19
Trader Joes,44053660,2.99,,3.49,2.99
Trader Joes,44276570,36.19,37.69,42.49,36.59
Trader Joes,44385546,,11.99,13.49,11.69
Trader Joes,45509167,,,,26.69
Trader Joes,45824749,,28.29,31.89,27.49
Trader Joes,45845527,,1.59,,1.59
Trader Joes,47158754,23.29,,27.29,23.49
Trader Joes,47174618,3.59,,,3.69
Trader Joes,48013704,47.49,49.49,,47.99
Trader Joes,48258595,,,,17.59
Trader Joes,51294147,,14.39,,13.99
Trader Joes,52851370,,42.19,47.59,40.99
Trader Joes,43366358,44.39,,,
Trader Joes,53317855,33.29,,,33.59
Trader Joes,54548062,39.29,40.89,46.09,39.69
Trader Joes,55404606,36.09,37.49,,36.39
Trader Joes,55833407,,28.29,,27.39
Trader Joes,56176612,29.39,,,29.69
Trader Joes,57394222,29.99,31.19,,30.29
Trader Joes,57714338,,25.59,,24.89
Trader Joes,58785197,19.79,20.59,23.19,19.99
Trader Joes,59479815,43.69,,51.19,44.09
Trader Joes,60042797,12.39,,,12.59
Trader Joes,60168857,,,2.19,1.89
Trader Joes,60193187,,7.79,,7.59
Trader Joes,60912855,48.39,50.29,56.69,
Trader Joes,54236183,,21.99,,21.39
Trader Joes,40555797,,27.09,30.59,
Trader Joes,39601228,21.59,22.49,,21.79
Trader Joes,39408244,55.29,,64.79,55.79
Trader Joes,508604923,39.49,,,39.89
Trader Joes,11873171,,,,4.99
Trader Joes,15052612,,,60.19,
Trader Joes,16482322,,17.69,,17.19
Trader Joes,16729338,7.59,7.89,8.89,7.69
Trader Joes,16829288,,,,3.39
Trader Joes,16900911,,,32.59,27.99
Trader Joes,16999755,,,5.89,5.09
Trader Joes,17066659,2.89,,,2.89
Trader Joes,19696884,,,,5.59
Trader Joes,19911643,28.99,30.09,33.99,29.19
Trader Joes,19982129,,27.09,,26.29
Trader Joes,21872584,,,8.89,7.69
Trader Joes,22132676,,,,5.19
Trader Joes,22976162,47.19,,,47.69
Trader Joes,23493525,,,,25.19
Trader Joes,24764365,,,,17.39
Trader Joes,25023603,,,16.79,14.49
Trader Joes,25313327,,17.09,,16.59
Trader Joes,26132370,,,22.29,19.19
Trader Joes,26791818,,,,10.29
Trader Joes,26959766,,,60.69,52.29
Trader Joes,27595398,,,9.59,8.29
Trader Joes,27866264,,,62.89,54.19
Trader Joes,35072231,,,,47.69
Trader Joes,38126522,,56.79,,55.09
Trader Joes,38399923,,,,37.29
Trader Joes,61278034,,22.49,,21.89
Trader Joes,61566790,31.39,,,31.79
Trader Joes,62068892,,,12.19,10.49
Trader Joes,62563085,45.39,,,45.89
Trader Joes,95866554,,33.39,37.69,32.39
Trader Joes,98164748,,,12.99,11.19
Trader Joes,98441419,,26.99,,26.19
Trader Joes,99583114,23.29,24.19,,
Trader Joes,99830442,,56.79,63.99,55.09
Trader Joes,101201265,,,,46.09
Trader Joes,105664025,,22.29,,21.69
Trader Joes,106365705,,,22.79,19.59
Trader Joes,106599165,,36.59,,35.49
Trader Joes,106918220,,,,22.59
Trader Joes,107865183,30.79,,,31.09
Trader Joes,109076038,,,,33.89
Trader Joes,110354720,,15.49,,14.99
Trader Joes,110497121,20.99,,,
Trader Joes,111650456,,55.59,,53.99
Trader Joes,112509592,38.69,40.29,45.39,39.09
Trader Joes,112817865,,55.29,,53.69
Trader Joes,113224794,36.19,,,36.59
Trader Joes,113921219,,,,18.39
Trader Joes,115104280,,,,18.59
Trader Joes,115681900,,,,28.89
Trader Joes,118708197,,20.89,23.59,20.29
Trader Joes,119616993,,,,30.89
Trader Joes,120290503,9.69,,,9.79
Trader Joes,120596009,,52.19,58.89,50.69
Trader Joes,121620235,,,,54.99
Trader Joes,122484761,,33.79,38.09,32.79
Trader Joes,95862680,,,,11.19
Trader Joes,258597638,,41.09,,39.89
Trader Joes,95658838,,,43.29,37.29
Trader Joes,94769945,,19.79,,19.19
Trader Joes,63494206,20.89,21.79,,21.09
Trader Joes,65837987,,,62.39,53.69
Trader Joes,66025021,32.39,,,32.69
Trader Joes,68034486,4.99,,,4.99
Trader Joes,69037528,,,,2.99
Trader Joes,69584995,11.09,,12.99,
Trader Joes,70124770,,,63.19,54.49
Trader Joes,70324549,,43.59,,42.29
Trader Joes,70848410,,,2.99,2.59
Trader Joes,71726448,7.79,,9.09,7.89
Trader Joes,73544548,32.99,,38.69,33.39
Trader Joes,73570156,22.89,,,23.09
Trader Joes,74029795,,,,39.49
Trader Joes,75242878,,3.79,,3.69
Trader Joes,77045464,12.39,12.89,,12.49
Trader Joes,77460052,,,,1.09
Trader Joes,79218866,,50.49,,48.99
Trader Joes,81313305,,52.49,59.19,50.99
Trader Joes,81927167,33.69,35.09,39.49,33.99
Trader Joes,83141336,,52.39,59.09,50.89
Trader Joes,86262532,,50.49,,48.99
Trader Joes,86858655,2.49,,,2.49
Trader Joes,87093736,,,,24.39
Trader Joes,88576101,,,61.29,52.79
Trader Joes,90756884,,36.09,,35.09
Trader Joes,93351329,12.19,,14.29,
Trader Joes,93696286,7.99,,,8.09
Trader Joes,94849573,,,,54.29
Trader Joes,259287413,,,,10.79
Trader Joes,126967843,23.09,,27.09,23.29
Trader Joes,265077864,8.89,9.19,,8.99
Trader Joes,421176959,,,66.49,57.29
Trader Joes,421428384,,57.89,65.19,56.19
Trader Joes,421938798,15.49,,,15.59
Trader Joes,426268457,,12.99,14.59,12.59
Trader Joes,426540728,,,57.49,49.49
Trader Joes,426909634,12.19,12.69,,12.39
Trader Joes,428456157,23.89,,,24.19
Trader Joes,429624919,,50.69,,49.19
Trader Joes,430094535,28.19,,32.99,28.49
Trader Joes,431156925,,37.49,,36.39
Trader Joes,432934258,51.59,,60.59,52.19
Trader Joes,433536637,,,,37.59
Trader Joes,421047592,,,3.39,2.89
Trader Joes,434688119,,,,14.19
Trader Joes,436463728,,47.59,,46.19
Trader Joes,436491453,,,63.19,54.49
Trader Joes,437067209,55.59,,,56.09
Trader Joes,437172755,,13.39,15.09,
Trader Joes,437637358,23.29,24.29,27.39,23.59
Trader Joes,438682627,49.09,51.09,,49.59
Trader Joes,440219593,,,14.79,
Trader Joes,440309024,29.99,,35.19,30.29
Trader Joes,441168504,,,20.79,17.89
Trader Joes,441404447,,,,50.19
Trader Joes,441453292,,36.69,41.29,35.59
Trader Joes,441772088,23.59,24.49,,23.79
Trader Joes,435304991,,20.69,23.29,20.09
Trader Joes,420577775,,,,18.39
Trader Joes,418444428,,,17.99,15.49
Trader Joes,416724552,,,,6.29
Trader Joes,377295085,2.39,2.49,,2.39
Trader Joes,377365657,,57.89,,
Trader Joes,383193164,,38.19,42.99,36.99
Trader Joes,383194572,,4.99,5.59,4.89
Trader Joes,383815591,54.59,56.79,64.09,55.19
Trader Joes,386428225,15.89,,,16.09
Trader Joes,387431034,35.79,37.29,41.99,36.19
Trader Joes,387815880,,,,12.39
Trader Joes,388197861,,,28.39,24.49
Trader Joes,388544851,,,54.99,47.29
Trader Joes,392781848,,36.19,40.79,35.19
Trader Joes,393028851,,,53.19,45.79
Trader Joes,394331468,45.39,,53.19,45.79
Trader Joes,395515572,19.89,20.69,,20.09
Trader Joes,395790602,44.69,,52.39,45.19
Trader Joes,396134202,,36.49,,35.39
Trader Joes,397250295,26.09,,,26.29
Trader Joes,399409590,22.59,,26.49,22.79
Trader Joes,400625108,,,30.09,
Trader Joes,401436440,,26.39,,25.59
Trader Joes,403149940,32.89,,,
Trader Joes,405684153,49.09,51.09,,49.59
Trader Joes,405988807,,,,37.89
Trader Joes,406039511,47.69,,,48.19
Trader Joes,414105716,38.49,,,38.89
Trader Joes,416414679,27.39,28.49,32.09,27.69
Trader Joes,416642778,37.49,,,37.79
Trader Joes,442236507,,,51.49,
Trader Joes,443127155,,,,37.79
Trader Joes,445250129,,55.89,,54.29
Trader Joes,445351739,,,,32.89
Trader Joes,481217425,,26.79,,26.09
Trader Joes,484526970,3.99,4.19,4.69,4.09
Trader Joes,484719492,,,,51.39
Trader Joes,486230490,49.39,,,49.89
Trader Joes,486482090,29.59,,,29.89
Trader Joes,488091787,,,29.69,25.59
Trader Joes,488377803,,,4.89,4.19
Trader Joes,489000444,7.79,,9.09,7.79
Trader Joes,489398729,,,,35.49
Trader Joes,492209870,55.99,58.19,65.59,
Trader Joes,494020899,,,53.19,45.79
Trader Joes,495847520,,,63.99,
Trader Joes,496444498,,,,16.49
Trader Joes,499640947,,,0.99,0.89
Trader Joes,500505797,28.49,,33.39,28.79
Trader Joes,502816606,28.89,,,29.19
Trader Joes,503341824,26.49,27.59,31.09,26.79
Trader Joes,503736553,,12.19,,11.89
Trader Joes,503966459,,37.19,,36.09
Trader Joes,504139198,,,,52.59
Trader Joes,505307561,48.39,50.39,,48.89
Trader Joes,505693127,,25.89,,25.09
Trader Joes,506238955,53.79,,,54.39
Trader Joes,506732002,,53.99,,52.39
Trader Joes,506754007,46.79,,,47.19
Trader Joes,262051609,,23.79,26.79,23.09
Trader Joes,507203618,,25.49,,24.79
Trader Joes,481195187,32.79,,38.49,33.19
Trader Joes,376851918,,35.99,,34.99
Trader Joes,480476230,,20.79,23.49,20.19
Trader Joes,477539026,,,53.79,46.39
Trader Joes,446836510,15.59,,,15.79
Trader Joes,447640332,11.69,12.19,13.69,11.79
Trader Joes,448330081,45.39,,,45.89
Trader Joes,449986246,,,5.59,4.79
Trader Joes,450309449,,,,25.69
Trader Joes,451026029,,,41.59,35.79
Trader Joes,451469731,,,56.59,48.79
Trader Joes,454788216,,,,31.79
Trader Joes,456113225,,58.09,,56.39
Trader Joes,456975266,,,15.19,13.09
Trader Joes,458313112,,13.99,,13.59
Trader Joes,458350008,,,,6.49
Trader Joes,459605874,,,,16.49
Trader Joes,460807284,,35.19,39.59,34.09
Trader Joes,461128883,53.59,55.69,62.79,
Trader Joes,466810890,48.79,,57.19,49.29
Trader Joes,468699741,30.79,,,31.09
Trader Joes,470178735,52.59,54.79,61.69,
Trader Joes,470692001,14.09,14.59,16.49,14.19
Trader Joes,471370637,16.19,,,16.29
Trader Joes,472559312,,,31.79,27.39
Trader Joes,473279874,23.09,23.99,27.09,23.29
Trader Joes,474794200,35.29,,,35.69
Trader Joes,475245085,,46.49,,45.09
Trader Joes,475672709,,39.79,44.79,38.59
Trader Joes,476935693,30.59,,,30.89
Trader Joes,477240979,9.79,10.19,11.49,9.89
Trader Joes,479749486,38.29,,44.89,38.69
Trader Joes,376311065,,,,3.39
Trader Joes,441947799,,50.99,,49.49
Trader Joes,295208432,53.59,55.79,62.89,54.19
Trader Joes,296821950,,6.59,,
Trader Joes,296847415,7.69,,,7.69
Trader Joes,298558534,42.49,,49.89,42.99
Trader Joes,298650567,,,58.69,50.59
Trader Joes,299791600,30.49,31.79,35.79,30.79
Trader Joes,299905463,,,57.59,49.59
Trader Joes,300702726,49.79,,,50.29
Trader Joes,300705072,,,,48.39
Trader Joes,300970093,28.59,,,28.89
Trader Joes,301161010,34.29,,,34.59
Trader Joes,302256456,,,,2.39
Trader Joes,302857528,,58.09,,56.39
Trader Joes,292740862,37.19,,,37.59
Trader Joes,303530277,45.09,46.99,52.99,45.59
Trader Joes,303796970,,15.99,,15.49
Trader Joes,305207870,,52.99,59.69,51.39
Trader Joes,305310988,,,60.39,
Trader Joes,306887951,,15.09,,
Trader Joes,308185637,,18.69,,18.09
Trader Joes,310069491,,4.29,,4.19
Trader Joes,310210791,,,43.39,37.39
Trader Joes,311149036,,,,47.59
Trader Joes,311226396,,,46.19,39.79
Trader Joes,311513952,,,46.19,39.79
Trader Joes,311625369,,,,6.19
Trader Joes,311693284,23.59,,27.69,23.89
Trader Joes,303748850,,37.79,,36.69
Trader Joes,291765113,33.99,,39.79,34.29
Trader Joes,287415946,,,54.19,46.69
Trader Joes,286906735,10.49,10.89,12.29,10.59
Trader Joes,266112120,,,5.09,4.39
Trader Joes,376153383,23.69,,27.79,23.89
Trader Joes,266425823,,34.79,,33.79
Trader Joes,266788198,54.49,56.69,63.89,54.99
Trader Joes,268588472,,23.29,,22.59
Trader Joes,269161785,46.49,48.39,54.59,46.99
Trader Joes,269567447,55.79,,65.39,56.29
Trader Joes,270412866,,,,49.89
Trader Joes,271202170,,,,30.49
Trader Joes,272466316,,52.69,59.39,51.09
Trader Joes,273984951,,,,48.79
Trader Joes,275219414,,45.49,,44.09
Trader Joes,276263379,40.09,41.79,,40.49
Trader Joes,276801250,,58.69,,56.99
Trader Joes,277014097,26.39,27.39,,26.59
Trader Joes,277132090,,6.39,,6.19
Trader Joes,277394644,,,23.49,20.19
Trader Joes,278001228,12.89,13.39,,12.99
Trader Joes,278003538,,,,26.09
Trader Joes,278354885,16.29,16.99,,16.49
Trader Joes,278739906,,0.99,1.09,0.89
Trader Joes,283434497,,27.49,30.99,26.69
Trader Joes,284293391,,,,52.09
Trader Joes,285189163,,,,18.59
Trader Joes,285195716,,,46.09,39.69
Trader Joes,285638116,,,,1.79
Trader Joes,286798599,34.29,,40.19,34.59
Trader Joes,312567137,,,,18.49
Trader Joes,312588009,,,44.79,38.59
Trader Joes,304468559,49.59,51.59,58.19,50.09
Trader Joes,363196884,,,5.89,5.09
Trader Joes,353556196,3.29,3.39,,3.29
Trader Joes,353626798,,,,55.89
Trader Joes,354630366,,,,28.29
Trader Joes,355520088,,1.79,2.09,1.79
Trader Joes,357064541,,,62.39,53.69
Trader Joes,358265858,10.49,,,10.59
Trader Joes,360754991,,,27.29,23.49
Trader Joes,361415663,,,29.59,25.49
Trader Joes,361609713,,28.69,,27.79
Trader Joes,361981249,,20.39,,19.79
Trader Joes,312735668,19.29,,,19.49
Trader Joes,363461563,,47.09,,45.69
Trader Joes,363663062,,,,16.99
Trader Joes,364526351,,,32.99,28.39
Trader Joes,365185443,,,,38.79
Trader Joes,365630841,,,,23.49
Trader Joes,367626432,,,,50.59
Trader Joes,371212986,2.79,,,2.79
Trader Joes,371889838,,8.19,,7.99
Trader Joes,372268051,,,1.29,1.19
Trader Joes,373413450,10.99,,,11.09
Trader Joes,373656227,,,37.69,32.39
Trader Joes,373709792,13.59,,,13.69
Trader Joes,374824958,,48.59,,47.19
Trader Joes,375780233,1.89,1.89,,1.89
Trader Joes,375916960,28.79,,33.69,29.09
Trader Joes,375993782,,,,12.99
Trader Joes,352180692,,26.29,,
Trader Joes,350639776,,54.59,61.49,52.99
Trader Joes,354716417,35.29,,,35.69
Trader Joes,325885139,,31.09,35.09,30.19
Trader Joes,314205929,,,43.59,37.59
Trader Joes,314756902,,32.29,,31.29
Trader Joes,315128578,25.19,,,
Trader Joes,319176479,,54.09,,52.49
Trader Joes,321012038,,,,35.69
Trader Joes,321130189,,,45.09,38.79
Trader Joes,323385020,43.19,,,43.59
Trader Joes,325260449,13.69,14.29,16.09,13.79
Trader Joes,325836526,,,50.89,43.79
Trader Joes,349132748,29.59,,,
Trader Joes,327470693,,,33.39,28.79
Trader Joes,327660050,,,34.49,29.69
Trader Joes,332996724,,40.89,46.09,39.69
Trader Joes,332493471,,,33.39,28.69
Trader Joes,339400596,13.79,,,
Trader Joes,333868779,15.49,16.19,,
Trader Joes,333967502,22.59,,,22.79
Trader Joes,336912254,23.59,,,23.89
Trader Joes,337353166,,,53.79,46.29
Trader Joes,338728090,14.29,14.89,16.69,14.39
Trader Joes,338863686,,,,6.09
Trader Joes,333664376,31.99,33.29,37.49,32.29
Trader Joes,339765937,38.69,,,39.09
Trader Joes,342897052,46.59,48.49,,47.09
Trader Joes,340260209,40.59,,,41.09
Trader Joes,340478827,,7.69,,7.49
Walmart,681789308,45.52,47.41,53.46,46.06
Walmart,680584021,,19.06,,
Walmart,683028909,,,,40.75
Walmart,683810722,,18.45,20.76,
Walmart,678675568,18.3,19.12,,18.57
Walmart,676274385,37.66,39.13,,
Walmart,678530217,,,41.67,35.84
Walmart,677674656,17.73,18.46,,17.97
Walmart,676939567,34.73,36.12,,
Walmart,676268953,,,63.07,
Walmart,685061388,,46.46,,45.05
Walmart,678539677,25.46,26.41,29.81,
Walmart,685715810,23.82,24.72,27.97,24.0
Walmart,698510708,,30.45,,
Walmart,688174297,41.24,42.91,48.4,
Walmart,688858216,,16.96,,16.41
Walmart,690069404,,17.76,19.93,
Walmart,690308756,39.14,40.7,45.85,
Walmart,690392986,,42.67,48.05,
Walmart,690451660,19.94,20.75,23.37,
Walmart,692276824,52.0,54.1,,52.55
Walmart,694468735,1.54,1.54,,
Walmart,694669999,,21.22,,20.67
Walmart,695599406,10.21,10.67,,10.33
Walmart,696954302,,28.83,,
Walmart,697589645,,26.26,,
Walmart,675134953,25.83,26.8,,26.03
Walmart,687061455,33.32,34.64,,33.63
Walmart,674159443,,,17.55,15.13
Walmart,762977091,12.57,13.07,14.6,
Walmart,672429356,6.94,7.11,8.06,6.93
Walmart,643048328,38.03,39.56,,
Walmart,698731992,43.26,44.9,50.76,43.63
Walmart,643110527,,10.64,11.91,
Walmart,643610475,12.62,,,12.77
Walmart,643629043,5.83,6.07,6.85,
Walmart,643891644,36.11,37.62,42.37,36.56
Walmart,643896037,1.25,1.33,,
Walmart,644054876,25.47,26.5,,
Walmart,644874729,,28.7,,27.81
Walmart,645118810,33.12,,38.82,
Walmart,645331356,20.96,21.7,24.57,21.17
Walmart,646431619,2.27,2.34,,
Walmart,646726630,20.0,20.83,,20.25
Walmart,647962512,,6.55,,6.31
Walmart,649976289,,4.66,5.26,4.53
Walmart,650943158,13.54,14.0,,
Walmart,651936351,,2.95,,
Walmart,652377244,28.65,29.87,33.65,
Walmart,653798822,26.56,27.57,,
Walmart,654081535,,25.76,,25.05
Walmart,654483249,,24.76,27.95,24.04
Walmart,655347860,47.61,49.63,,
Walmart,658435562,31.9,,,
Walmart,659422945,4.76,4.87,,4.7
Walmart,663501723,,12.81,,12.55
Walmart,665091890,4.86,5.07,,4.97
Walmart,667968672,,14.44,,14.06
Walmart,673299284,,9.14,,
Walmart,698832542,,18.9,,
Walmart,762710881,,43.26,,
Walmart,700041439,20.91,21.74,,
Walmart,739054494,20.65,21.42,24.11,
Walmart,739430945,,,,54.2
Walmart,740153739,14.75,15.35,,
Walmart,740420827,8.45,,,8.55
Walmart,742030365,44.56,46.35,,
Walmart,742726716,38.12,39.63,44.76,
Walmart,743414051,30.31,31.53,35.52,30.61
Walmart,744228999,6.57,6.72,7.66,6.51
Walmart,744486125,,17.95,20.2,
Walmart,744789087,3.05,,,
Walmart,745216676,17.52,18.26,,17.77
Walmart,745790660,40.75,42.3,,41.16
Walmart,737234743,,48.54,,47.14
Walmart,746763504,,49.07,,47.54
Walmart,749133422,44.27,46.05,51.8,44.65
Walmart,749696942,3.47,,,3.44
Walmart,750854309,29.34,30.4,,29.66
Walmart,751783597,52.82,54.97,,53.34
Walmart,753436797,40.82,42.52,,41.27
Walmart,757501813,34.55,35.94,,34.84
Walmart,757630984,24.43,25.42,,
Walmart,758967619,,37.24,41.96,
Walmart,760445497,7.21,7.52,,
Walmart,762004012,1.52,1.5,1.77,
Walmart,763083923,13.61,14.1,,13.72
Walmart,641701426,36.2,37.61,,36.52
Walmart,748626363,,7.47,8.37,
Walmart,737000536,,7.4,,
Walmart,736362595,,31.22,35.1,30.35
Walmart,736014357,,9.87,,
Walmart,700311165,37.65,39.22,,38.05
Walmart,700660531,35.5,36.93,,
Walmart,701377201,,3.37,3.82,3.24
Walmart,702065059,46.27,48.11,54.23,
Walmart,702239031,,10.02,,9.75
Walmart,702868026,,14.61,,
Walmart,704505214,,27.37,,
Walmart,708247357,9.7,10.17,,9.83
Walmart,708419030,11.15,11.66,,11.22
Walmart,708930835,16.02,16.66,18.81,
Walmart,709096794,35.22,36.72,,
Walmart,711957058,,20.76,,
Walmart,713032211,8.05,8.47,,8.1
Walmart,714138116,,52.86,,51.23
Walmart,714264288,,14.75,16.64,14.32
Walmart,714768657,24.36,25.33,,24.63
Walmart,715494692,53.97,56.15,,54.44
Walmart,716383928,26.55,27.64,,
Walmart,723419379,,40.64,,39.56
Walmart,723906184,,17.8,,17.32
Walmart,723934665,43.11,44.82,50.53,
Walmart,725772193,8.23,8.52,,
Walmart,726107443,50.25,52.21,,
Walmart,726593797,15.83,16.44,18.51,15.95
Walmart,727229928,25.74,26.76,30.14,
Walmart,728311671,,21.13,23.73,
Walmart,731963540,,50.7,,
Walmart,699701113,2.77,2.85,3.16,
Walmart,641206219,,,21.97,
Walmart,514293895,,36.93,,
Walmart,637601085,30.91,32.24,36.36,
